POSTALCODE,COUNTRY,STATE,ACI_AIRPORT,ACI_ZONE
14865,US,NY,BGM,E
14891,US,NY,BGM,E
14864,US,NY,BGM,F
12972,US,NY,ALB,F
12983,US,NY,ALB,G
14904,US,NY,BGM,D
12926,US,NY,ALB,H
12824,US,NY,ALB,E
12834,US,NY,ALB,E
14903,US,NY,BGM,D
14903,US,NY,BGM,D
14901,US,NY,BGM,D
14891,US,NY,BGM,E
13778,US,NY,BGM,E
14871,US,NY,BGM,D
13830,US,NY,BGM,D
12477,US,NY,ALB,E
14902,US,NY,BGM,D
13077,US,NY,BGM,C
14830,US,NY,BGM,E
14871,US,NY,BGM,D
14881,US,NY,BGM,C
14879,US,NY,BGM,F
13695,US,NY,ALB,H
14872,US,NY,BGM,D
12090,US,NY,ALB,D
14809,US,NY,BGM,F
14827,US,NY,BGM,E
12151,US,NY,ALB,C
13045,US,NY,BGM,C
12025,US,NY,ALB,D
13850,US,NY,BGM,B
12110,US,NY,ALB,A
12421,US,NY,ALB,G
14883,US,NY,BGM,D
14850,US,NY,BGM,D
14870,US,NY,BGM,E
12143,US,NY,ALB,C
14889,US,NY,BGM,F
13813,US,NY,BGM,C
14869,US,NY,BGM,F
14859,US,NY,BGM,D
12148,US,NY,ALB,C
14801,US,NY,BGM,F
14845,US,NY,BGM,D
14810,US,NY,BGM,F
13339,US,NY,ALB,E
14802,US,NY,BGM,F
14803,US,NY,BGM,F
13783,US,NY,BGM,F
12534,US,NY,ALB,E
13754,US,NY,BGM,D
14814,US,NY,BGM,E
12168,US,NY,ALB,D
13846,US,NY,BGM,F
14816,US,NY,BGM,D
14861,US,NY,BGM,D
14819,US,NY,BGM,F
13339,US,NY,ALB,E
14837,US,NY,BGM,F
12952,US,NY,ALB,H
12741,US,NY,BGM,F
12492,US,NY,ALB,F
13317,US,NY,ALB,E
13468,US,NY,ALB,F
13736,US,NY,BGM,C
13077,US,NY,BGM,C
13845,US,NY,BGM,C
14843,US,NY,BGM,F
12776,US,NY,BGM,F
12185,US,NY,ALB,E
13326,US,NY,ALB,F
14892,US,NY,BGM,D
14840,US,NY,BGM,F
14821,US,NY,BGM,E
12885,US,NY,ALB,E
12009,US,NY,ALB,C
14838,US,NY,BGM,D
12484,US,NY,ALB,E
12885,US,NY,ALB,E
12917,US,NY,ALB,G
12401,US,NY,ALB,E
14843,US,NY,BGM,F
13827,US,NY,BGM,C
13040,US,NY,BGM,F
12879,US,NY,ALB,G
12502,US,NY,ALB,E
12153,US,NY,ALB,C
14837,US,NY,BGM,F
12985,US,NY,ALB,G
14889,US,NY,BGM,F
14858,US,NY,BGM,E
14850,US,NY,BGM,C
14845,US,NY,BGM,D
14891,US,NY,BGM,E
13803,US,NY,BGM,C
13815,US,NY,BGM,E
13778,US,NY,BGM,E
13774,US,NY,BGM,F
13777,US,NY,BGM,C
13803,US,NY,BGM,C
13802,US,NY,BGM,C
13812,US,NY,BGM,C
12498,US,NY,ALB,E
13820,US,NY,BGM,F
13849,US,NY,BGM,F
12068,US,NY,ALB,D
12946,US,NY,ALB,G
12464,US,NY,ALB,F
13783,US,NY,BGM,F
12910,US,NY,ALB,G
12953,US,NY,ALB,H
13811,US,NY,BGM,C
12409,US,NY,ALB,E
12866,US,NY,ALB,C
12996,US,NY,ALB,G
13850,US,NY,BGM,B
13808,US,NY,BGM,F
13778,US,NY,BGM,E
13813,US,NY,BGM,C
12170,US,NY,ALB,D
12861,US,NY,ALB,G
13784,US,NY,BGM,C
13856,US,NY,BGM,F
13849,US,NY,BGM,F
13848,US,NY,BGM,C
13826,US,NY,BGM,C
13833,US,NY,BGM,B
13840,US,NY,BGM,C
13838,US,NY,BGM,F
13835,US,NY,BGM,C
13833,US,NY,BGM,B
13865,US,NY,BGM,C
14905,US,NY,BGM,D
13782,US,NY,BGM,F
13862,US,NY,BGM,C
13754,US,NY,BGM,D
13787,US,NY,BGM,C
13783,US,NY,BGM,F
13753,US,NY,BGM,F
13753,US,NY,BGM,F
13797,US,NY,BGM,C
13744,US,NY,BGM,B
13746,US,NY,BGM,B
13794,US,NY,BGM,C
13756,US,NY,BGM,F
13755,US,NY,BGM,F
13843,US,NY,BGM,F
13863,US,NY,BGM,C
14819,US,NY,BGM,F
14824,US,NY,BGM,F
12010,US,NY,ALB,C
14823,US,NY,BGM,F
12801,US,NY,ALB,D
14821,US,NY,BGM,E
12010,US,NY,ALB,C
12194,US,NY,ALB,F
12827,US,NY,ALB,E
12926,US,NY,ALB,H
12076,US,NY,ALB,G
12401,US,NY,ALB,E
14830,US,NY,BGM,E
12028,US,NY,ALB,E
13056,US,NY,BGM,C
12023,US,NY,ALB,D
12992,US,NY,ALB,F
12015,US,NY,ALB,E
13053,US,NY,BGM,C
12201,US,NY,ALB,A
13040,US,NY,BGM,C
13811,US,NY,BGM,C
13045,US,NY,BGM,C
14894,US,NY,BGM,D
13859,US,NY,BGM,F
14820,US,NY,BGM,F
12169,US,NY,ALB,E
14817,US,NY,BGM,D
13733,US,NY,BGM,F
12926,US,NY,ALB,H
12155,US,NY,ALB,G
13731,US,NY,BGM,F
14837,US,NY,BGM,F
12055,US,NY,ALB,D
13865,US,NY,BGM,C
12188,US,NY,ALB,B
13734,US,NY,BGM,D
12009,US,NY,ALB,C
12832,US,NY,ALB,E
13736,US,NY,BGM,C
12865,US,NY,ALB,E
12477,US,NY,ALB,E
12149,US,NY,ALB,F
13738,US,NY,BGM,C
12962,US,NY,ALB,F
12010,US,NY,ALB,C
14825,US,NY,BGM,D
13861,US,NY,BGM,F
13811,US,NY,BGM,C
12020,US,NY,ALB,C
13796,US,NY,BGM,F
12197,US,NY,ALB,G
12502,US,NY,ALB,E
13365,US,NY,ALB,E
12983,US,NY,ALB,H
12980,US,NY,ALB,H
13830,US,NY,BGM,D
13754,US,NY,BGM,D
12461,US,NY,ALB,F
12068,US,NY,ALB,D
12134,US,NY,ALB,G
12901,US,NY,ALB,F
12033,US,NY,ALB,C
12075,US,NY,ALB,E
12910,US,NY,ALB,G
12865,US,NY,ALB,E
12083,US,NY,ALB,D
12861,US,NY,ALB,G
12567,US,NY,ALB,F
13320,US,NY,ALB,F
12406,US,NY,ALB,G
13839,US,NY,BGM,F
12469,US,NY,ALB,F
14871,US,NY,BGM,D
13459,US,NY,ALB,F
14818,US,NY,BGM,E
13459,US,NY,ALB,F
12866,US,NY,ALB,C
14871,US,NY,BGM,D
12325,US,NY,ALB,A
14858,US,NY,BGM,E
13077,US,NY,BGM,C
12010,US,NY,ALB,C
12992,US,NY,ALB,F
12572,US,NY,ALB,E
12855,US,NY,ALB,F
12874,US,NY,ALB,F
12043,US,NY,ALB,F
12862,US,NY,ALB,F
13843,US,NY,BGM,F
13856,US,NY,BGM,F
12776,US,NY,BGM,F
12060,US,NY,ALB,E
13809,US,NY,BGM,F
13754,US,NY,BGM,D
12871,US,NY,ALB,E
12981,US,NY,ALB,G
12996,US,NY,ALB,G
14830,US,NY,BGM,E
13795,US,NY,BGM,C
14820,US,NY,BGM,F
12186,US,NY,ALB,C
12966,US,NY,ALB,G
14840,US,NY,BGM,F
12571,US,NY,ALB,E
12180,US,NY,ALB,A
12847,US,NY,ALB,G
12305,US,NY,ALB,B
12477,US,NY,ALB,E
5764,US,NY,ALB,G
12166,US,NY,ALB,E
13650,US,NY,ALB,G
12468,US,NY,ALB,F
14801,US,NY,BGM,F
12095,US,NY,ALB,D
12303,US,NY,ALB,A
12306,US,NY,ALB,A
12303,US,NY,ALB,A
12776,US,NY,BGM,F
14876,US,NY,BGM,E
12401,US,NY,ALB,E
12567,US,NY,ALB,F
12166,US,NY,ALB,E
13365,US,NY,ALB,E
13045,US,NY,BGM,C
12033,US,NY,ALB,C
12094,US,NY,ALB,D
12405,US,NY,ALB,E
13339,US,NY,ALB,E
14825,US,NY,BGM,D
13136,US,NY,BGM,F
12966,US,NY,ALB,G
13830,US,NY,BGM,D
13746,US,NY,BGM,B
12822,US,NY,ALB,E
13326,US,NY,ALB,F
13758,US,NY,BGM,D
12167,US,NY,ALB,G
12901,US,NY,ALB,F
12870,US,NY,ALB,F
12303,US,NY,ALB,A
14840,US,NY,BGM,F
13756,US,NY,BGM,F
12985,US,NY,ALB,G
12838,US,NY,ALB,E
13844,US,NY,BGM,D
12815,US,NY,ALB,F
12776,US,NY,BGM,F
12919,US,NY,ALB,F
12801,US,NY,ALB,D
13843,US,NY,BGM,F
12010,US,NY,ALB,C
12822,US,NY,ALB,E
12760,US,NY,BGM,F
13834,US,NY,ALB,G
13838,US,NY,BGM,F
12901,US,NY,ALB,F
13901,US,NY,BGM,A
13040,US,NY,BGM,C
12853,US,NY,ALB,G
13832,US,NY,BGM,D
12944,US,NY,ALB,F
14879,US,NY,BGM,F
12305,US,NY,ALB,B
13841,US,NY,BGM,F
12827,US,NY,ALB,E
12883,US,NY,ALB,F
14812,US,NY,BGM,E
12090,US,NY,ALB,D
12180,US,NY,ALB,A
12809,US,NY,ALB,E
12028,US,NY,ALB,E
13320,US,NY,ALB,F
13825,US,NY,BGM,F
14892,US,NY,BGM,D
12957,US,NY,ALB,H
12023,US,NY,ALB,D
14823,US,NY,BGM,F
13732,US,NY,BGM,C
13320,US,NY,ALB,F
12953,US,NY,ALB,G
12010,US,NY,ALB,C
13825,US,NY,BGM,F
12886,US,NY,BTV,O
13672,US,NY,BTV,O
12917,US,NY,BTV,O
13625,US,NY,BTV,O
13630,US,NY,BTV,O
12926,US,NY,BTV,O
13680,US,NY,BTV,O
13617,US,NY,BTV,O
12860,US,NY,BTV,O
12874,US,NY,BTV,O
12832,US,NY,BTV,O
12828,US,NY,BTV,O
12804,US,NY,BTV,O
12804,US,NY,BTV,O
12803,US,NY,BTV,O
12803,US,NY,BTV,O
12801,US,NY,BTV,O
12801,US,NY,BTV,O
12837,US,NY,BTV,O
12986,US,NY,BTV,O
12986,US,NY,BTV,O
13694,US,NY,BTV,O
12803,US,NY,BTV,O
12935,US,NY,BTV,M
12964,US,NY,BTV,L
12993,US,NY,BTV,L
12978,US,NY,BTV,L
12981,US,NY,BTV,L
12932,US,NY,BTV,L
12936,US,NY,BTV,L
12985,US,NY,BTV,M
12985,US,NY,BTV,M
12821,US,NY,BTV,M
12827,US,NY,BTV,M
12836,US,NY,BTV,M
12974,US,NY,BTV,M
12935,US,NY,BTV,M
12936,US,NY,BTV,L
12934,US,NY,BTV,M
12934,US,NY,BTV,M
12928,US,NY,BTV,M
12923,US,NY,BTV,M
12956,US,NY,BTV,M
12943,US,NY,BTV,M
12943,US,NY,BTV,M
12960,US,NY,BTV,M
12961,US,NY,BTV,M
12997,US,NY,BTV,M
12997,US,NY,BTV,M
12854,US,NY,BTV,O
12819,US,NY,BTV,M
12944,US,NY,BTV,J
12901,US,NY,BTV,H
12903,US,NY,BTV,H
12910,US,NY,BTV,I
12992,US,NY,BTV,I
12979,US,NY,BTV,I
12962,US,NY,BTV,I
12918,US,NY,BTV,I
12919,US,NY,BTV,I
12921,US,NY,BTV,I
12924,US,NY,BTV,J
12912,US,NY,BTV,J
12987,US,NY,BTV,J
12959,US,NY,BTV,L
12972,US,NY,BTV,J
12958,US,NY,BTV,L
12941,US,NY,BTV,J
12911,US,NY,BTV,J
12911,US,NY,BTV,J
12912,US,NY,BTV,J
12911,US,NY,BTV,J
12996,US,NY,BTV,K
12950,US,NY,BTV,K
12980,US,NY,BTV,K
12980,US,NY,BTV,K
12942,US,NY,BTV,K
12993,US,NY,BTV,L
12946,US,NY,BTV,M
12924,US,NY,BTV,J
12914,US,NY,BTV,O
12966,US,NY,BTV,O
12966,US,NY,BTV,O
12857,US,NY,BTV,O
12945,US,NY,BTV,O
12945,US,NY,BTV,O
12945,US,NY,BTV,O
12953,US,NY,BTV,O
12955,US,NY,BTV,O
12955,US,NY,BTV,O
12957,US,NY,BTV,O
12998,US,NY,BTV,O
12997,US,NY,BTV,M
12887,US,NY,BTV,O
12970,US,NY,BTV,O
13669,US,NY,BTV,O
13662,US,NY,BTV,O
13660,US,NY,BTV,O
13658,US,NY,BTV,O
13655,US,NY,BTV,O
12916,US,NY,BTV,O
13655,US,NY,BTV,O
13654,US,NY,BTV,O
13630,US,NY,BTV,O
12854,US,NY,BTV,O
13613,US,NY,BTV,O
13676,US,NY,BTV,O
12937,US,NY,BTV,O
12814,US,NY,BTV,N
12861,US,NY,BTV,M
12913,US,NY,BTV,M
12883,US,NY,BTV,M
12861,US,NY,BTV,M
12989,US,NY,BTV,N
12989,US,NY,BTV,N
12989,US,NY,BTV,N
12845,US,NY,BTV,N
12855,US,NY,BTV,N
12983,US,NY,BTV,N
12870,US,NY,BTV,N
12858,US,NY,BTV,N
12966,US,NY,BTV,O
12814,US,NY,BTV,N
12937,US,NY,BTV,O
12815,US,NY,BTV,N
12817,US,NY,BTV,N
12824,US,NY,BTV,N
12969,US,NY,BTV,N
12858,US,NY,BTV,N
12920,US,NY,BTV,N
12852,US,NY,BTV,O
12849,US,NY,BTV,O
12849,US,NY,BTV,O
12839,US,NY,BTV,O
12838,US,NY,BTV,O
13680,US,NY,BTV,O
12808,US,NY,BTV,N
13621,US,NY,BTV,O
12789,US,NY,JFK,Y
10577,US,NY,EWR,Y
12789,US,NY,LGA,Y
10578,US,NY,EWR,Y
10579,US,NY,EWR,Y
11959,US,NY,JFK,Y
11959,US,NY,LGA,Y
12571,US,NY,EWR,Y
12571,US,NY,LGA,Y
12570,US,NY,JFK,Y
12144,US,NY,EWR,Y
12572,US,NY,EWR,Y
12572,US,NY,JFK,Y
12572,US,NY,LGA,Y
13835,US,NY,JFK,Y
12471,US,NY,EWR,Y
12471,US,NY,JFK,Y
12471,US,NY,LGA,Y
12571,US,NY,JFK,Y
12771,US,NY,LGA,Y
10970,US,NY,JFK,Y
10970,US,NY,LGA,Y
10573,US,NY,EWR,Y
13833,US,NY,JFK,Y
12466,US,NY,EWR,Y
12466,US,NY,JFK,Y
12466,US,NY,LGA,Y
10576,US,NY,EWR,Y
12771,US,NY,JFK,Y
12570,US,NY,LGA,Y
12785,US,NY,EWR,Y
12785,US,NY,JFK,Y
12785,US,NY,LGA,Y
12601,US,NY,EWR,Y
12602,US,NY,EWR,Y
12603,US,NY,EWR,Y
12570,US,NY,EWR,Y
12575,US,NY,EWR,Y
12771,US,NY,EWR,Y
10940,US,NY,JFK,Y
11901,US,NY,JFK,Y
12477,US,NY,JFK,Y
12477,US,NY,LGA,Y
10510,US,NY,EWR,Y
12301,US,NY,EWR,Y
12302,US,NY,EWR,Y
12303,US,NY,EWR,Y
12304,US,NY,EWR,Y
13833,US,NY,JFK,Y
10940,US,NY,EWR,Y
12578,US,NY,LGA,Y
10940,US,NY,LGA,Y
12302,US,NY,EWR,Y
12409,US,NY,EWR,Y
12409,US,NY,JFK,Y
12409,US,NY,LGA,Y
11964,US,NY,JFK,Y
11964,US,NY,LGA,Y
11965,US,NY,JFK,Y
12309,US,NY,EWR,Y
11962,US,NY,LGA,Y
12569,US,NY,LGA,Y
12575,US,NY,JFK,Y
12575,US,NY,LGA,Y
12472,US,NY,EWR,Y
12472,US,NY,JFK,Y
12472,US,NY,LGA,Y
10573,US,NY,EWR,Y
11963,US,NY,JFK,Y
12477,US,NY,EWR,Y
11962,US,NY,JFK,Y
11901,US,NY,LGA,Y
12401,US,NY,EWR,Y
12401,US,NY,JFK,Y
12401,US,NY,LGA,Y
12577,US,NY,EWR,Y
12577,US,NY,JFK,Y
12577,US,NY,LGA,Y
12578,US,NY,EWR,Y
12578,US,NY,JFK,Y
11963,US,NY,LGA,Y
12553,US,NY,EWR,Y
10958,US,NY,EWR,Y
10958,US,NY,JFK,Y
10958,US,NY,LGA,Y
12561,US,NY,EWR,Y
12561,US,NY,JFK,Y
12561,US,NY,LGA,Y
10804,US,NY,EWR,Y
10504,US,NY,EWR,Y
11956,US,NY,LGA,Y
12590,US,NY,EWR,Y
13811,US,NY,JFK,Y
12550,US,NY,EWR,Y
12551,US,NY,EWR,Y
12552,US,NY,EWR,Y
12553,US,NY,EWR,Y
13812,US,NY,JFK,Y
13813,US,NY,JFK,Y
10970,US,NY,EWR,Y
11956,US,NY,JFK,Y
12458,US,NY,JFK,Y
10549,US,NY,EWR,Y
10550,US,NY,EWR,Y
10551,US,NY,EWR,Y
10552,US,NY,EWR,Y
10553,US,NY,EWR,Y
10953,US,NY,EWR,Y
10953,US,NY,JFK,Y
10953,US,NY,LGA,Y
12590,US,NY,LGA,Y
12458,US,NY,EWR,Y
12590,US,NY,JFK,Y
12458,US,NY,LGA,Y
12764,US,NY,EWR,Y
12764,US,NY,JFK,Y
12764,US,NY,LGA,Y
10956,US,NY,EWR,Y
10956,US,NY,JFK,Y
10956,US,NY,LGA,Y
10560,US,NY,EWR,Y
10954,US,NY,EWR,Y
10969,US,NY,JFK,Y
11958,US,NY,LGA,Y
10566,US,NY,EWR,Y
10968,US,NY,EWR,Y
12566,US,NY,EWR,Y
12566,US,NY,JFK,Y
11362,US,NY,ISP,A
12566,US,NY,LGA,Y
12309,US,NY,EWR,Y
10969,US,NY,EWR,Y
12564,US,NY,LGA,Y
10969,US,NY,LGA,Y
14872,US,NY,JFK,Y
12568,US,NY,EWR,Y
12568,US,NY,JFK,Y
12568,US,NY,LGA,Y
12569,US,NY,EWR,Y
12569,US,NY,JFK,Y
10587,US,NY,JFK,Y
14871,US,NY,JFK,Y
13827,US,NY,JFK,Y
10591,US,NY,EWR,Y
10960,US,NY,EWR,Y
10962,US,NY,EWR,Y
11957,US,NY,JFK,Y
11957,US,NY,LGA,Y
10562,US,NY,EWR,Y
10963,US,NY,EWR,Y
10963,US,NY,JFK,Y
11958,US,NY,JFK,Y
13826,US,NY,JFK,Y
10965,US,NY,EWR,Y
14870,US,NY,JFK,Y
10964,US,NY,EWR,Y
12563,US,NY,EWR,Y
12563,US,NY,JFK,Y
12563,US,NY,LGA,Y
12564,US,NY,EWR,Y
12564,US,NY,JFK,Y
10570,US,NY,EWR,Y
10963,US,NY,LGA,Y
10990,US,NY,JFK,Y
11976,US,NY,LGA,Y
12588,US,NY,JFK,Y
12588,US,NY,LGA,Y
12589,US,NY,EWR,Y
12589,US,NY,JFK,Y
12589,US,NY,LGA,Y
12590,US,NY,EWR,Y
12590,US,NY,JFK,Y
12586,US,NY,LGA,Y
10990,US,NY,EWR,Y
12586,US,NY,JFK,Y
10990,US,NY,LGA,Y
10992,US,NY,EWR,Y
10992,US,NY,JFK,Y
10992,US,NY,LGA,Y
12592,US,NY,EWR,Y
12592,US,NY,JFK,Y
12592,US,NY,LGA,Y
10988,US,NY,EWR,Y
12590,US,NY,LGA,Y
10989,US,NY,LGA,Y
11965,US,NY,LGA,Y
10988,US,NY,LGA,Y
11973,US,NY,JFK,Y
11973,US,NY,LGA,Y
12584,US,NY,EWR,Y
12584,US,NY,JFK,Y
12584,US,NY,LGA,Y
10595,US,NY,EWR,Y
12588,US,NY,EWR,Y
10989,US,NY,JFK,Y
12189,US,NY,EWR,Y
10596,US,NY,EWR,Y
13850,US,NY,JFK,Y
10597,US,NY,EWR,Y
10597,US,NY,JFK,Y
10597,US,NY,LGA,Y
11792,US,NY,JFK,Y
11792,US,NY,LGA,Y
12586,US,NY,EWR,Y
10989,US,NY,EWR,Y
12786,US,NY,EWR,Y
11976,US,NY,JFK,Y
12791,US,NY,JFK,Y
12791,US,NY,LGA,Y
12788,US,NY,LGA,Y
12788,US,NY,JFK,Y
12788,US,NY,EWR,Y
13865,US,NY,JFK,Y
13863,US,NY,JFK,Y
10598,US,NY,EWR,Y
13862,US,NY,JFK,Y
10930,US,NY,JFK,Y
10998,US,NY,LGA,Y
10998,US,NY,JFK,Y
10998,US,NY,EWR,Y
11978,US,NY,LGA,Y
11978,US,NY,JFK,Y
12785,US,NY,LGA,Y
12785,US,NY,JFK,Y
12785,US,NY,EWR,Y
12533,US,NY,EWR,Y
10996,US,NY,EWR,Y
14892,US,NY,JFK,Y
14883,US,NY,JFK,Y
10993,US,NY,EWR,Y
12491,US,NY,EWR,Y
12491,US,NY,JFK,Y
12491,US,NY,LGA,Y
10994,US,NY,EWR,Y
12493,US,NY,EWR,Y
12791,US,NY,EWR,Y
12493,US,NY,LGA,Y
10987,US,NY,JFK,Y
10997,US,NY,EWR,Y
12498,US,NY,EWR,Y
12498,US,NY,JFK,Y
12498,US,NY,LGA,Y
12790,US,NY,EWR,Y
12790,US,NY,JFK,Y
13808,US,NY,JFK,Y
12790,US,NY,LGA,Y
12493,US,NY,JFK,Y
11971,US,NY,LGA,Y
10979,US,NY,EWR,Y
10590,US,NY,EWR,Y
11968,US,NY,JFK,Y
11968,US,NY,LGA,Y
11969,US,NY,JFK,Y
11969,US,NY,LGA,Y
10975,US,NY,EWR,Y
10975,US,NY,JFK,Y
11970,US,NY,LGA,Y
11971,US,NY,JFK,Y
11970,US,NY,JFK,Y
10976,US,NY,EWR,Y
10976,US,NY,JFK,Y
10976,US,NY,LGA,Y
14883,US,NY,JFK,Y
10977,US,NY,EWR,Y
12580,US,NY,EWR,Y
12580,US,NY,JFK,Y
10988,US,NY,JFK,Y
10975,US,NY,LGA,Y
14881,US,NY,JFK,Y
10587,US,NY,LGA,Y
12481,US,NY,EWR,Y
12481,US,NY,JFK,Y
12481,US,NY,LGA,Y
11786,US,NY,JFK,Y
11786,US,NY,LGA,Y
10588,US,NY,EWR,Y
10973,US,NY,EWR,Y
12601,US,NY,EWR,Y
10973,US,NY,LGA,Y
10979,US,NY,JFK,Y
10974,US,NY,EWR,Y
10974,US,NY,JFK,Y
10974,US,NY,LGA,Y
13840,US,NY,JFK,Y
10589,US,NY,EWR,Y
12779,US,NY,EWR,Y
12779,US,NY,JFK,Y
12779,US,NY,LGA,Y
10973,US,NY,JFK,Y
10594,US,NY,EWR,Y
12580,US,NY,LGA,Y
10983,US,NY,EWR,Y
10591,US,NY,EWR,Y
10984,US,NY,EWR,Y
10984,US,NY,JFK,Y
10984,US,NY,LGA,Y
10985,US,NY,EWR,Y
10985,US,NY,JFK,Y
10982,US,NY,JFK,Y
10985,US,NY,LGA,Y
10982,US,NY,EWR,Y
13845,US,NY,JFK,Y
10986,US,NY,EWR,Y
12180,US,NY,EWR,Y
12181,US,NY,EWR,Y
12182,US,NY,EWR,Y
12183,US,NY,EWR,Y
13848,US,NY,JFK,Y
10987,US,NY,EWR,Y
13290,US,NY,SYR,A
12582,US,NY,LGA,Y
10979,US,NY,LGA,Y
10974,US,NY,EWR,Y
10974,US,NY,JFK,Y
10974,US,NY,LGA,Y
12484,US,NY,EWR,Y
12484,US,NY,JFK,Y
12484,US,NY,LGA,Y
10980,US,NY,EWR,Y
10982,US,NY,LGA,Y
12582,US,NY,JFK,Y
10587,US,NY,EWR,Y
10901,US,NY,EWR,Y
10981,US,NY,EWR,Y
10981,US,NY,JFK,Y
10981,US,NY,LGA,Y
12781,US,NY,EWR,Y
12781,US,NY,JFK,Y
12781,US,NY,LGA,Y
12533,US,NY,EWR,Y
12582,US,NY,EWR,Y
10517,US,NY,LGA,Y
12729,US,NY,LGA,Y
12518,US,NY,EWR,Y
10931,US,NY,EWR,Y
12520,US,NY,JFK,Y
10548,US,NY,EWR,Y
13045,US,NY,JFK,Y
10566,US,NY,EWR,Y
14827,US,NY,JFK,Y
10517,US,NY,JFK,Y
10566,US,NY,EWR,Y
10518,US,NY,EWR,Y
10519,US,NY,EWR,Y
10520,US,NY,EWR,Y
10521,US,NY,EWR,Y
10521,US,NY,EWR,Y
12729,US,NY,EWR,Y
12733,US,NY,LGA,Y
10517,US,NY,EWR,Y
12515,US,NY,JFK,Y
10918,US,NY,LGA,Y
10977,US,NY,EWR,Y
10919,US,NY,EWR,Y
10919,US,NY,JFK,Y
10919,US,NY,LGA,Y
12514,US,NY,EWR,Y
12514,US,NY,JFK,Y
14830,US,NY,JFK,Y
12515,US,NY,EWR,Y
11935,US,NY,JFK,Y
12515,US,NY,LGA,Y
12047,US,NY,EWR,Y
10516,US,NY,EWR,Y
10920,US,NY,EWR,Y
10920,US,NY,JFK,Y
10920,US,NY,LGA,Y
13748,US,NY,JFK,Y
12514,US,NY,LGA,Y
14904,US,NY,JFK,Y
12729,US,NY,JFK,Y
12401,US,NY,JFK,Y
12401,US,NY,LGA,Y
12428,US,NY,EWR,Y
12428,US,NY,JFK,Y
12428,US,NY,LGA,Y
14901,US,NY,JFK,Y
11941,US,NY,LGA,Y
14903,US,NY,JFK,Y
11941,US,NY,JFK,Y
14905,US,NY,JFK,Y
14903,US,NY,JFK,Y
13760,US,NY,JFK,Y
13760,US,NY,JFK,Y
14838,US,NY,JFK,Y
12733,US,NY,EWR,Y
12733,US,NY,JFK,Y
14902,US,NY,JFK,Y
12061,US,NY,EWR,Y
11935,US,NY,LGA,Y
12054,US,NY,EWR,Y
13754,US,NY,JFK,Y
12522,US,NY,EWR,Y
12522,US,NY,JFK,Y
12522,US,NY,LGA,Y
13053,US,NY,JFK,Y
12401,US,NY,EWR,Y
13040,US,NY,JFK,Y
13746,US,NY,JFK,Y
11937,US,NY,JFK,Y
11937,US,NY,LGA,Y
13056,US,NY,JFK,Y
11939,US,NY,JFK,Y
11939,US,NY,LGA,Y
11942,US,NY,JFK,Y
11942,US,NY,LGA,Y
12533,US,NY,EWR,Y
10549,US,NY,EWR,Y
10918,US,NY,JFK,Y
10954,US,NY,EWR,Y
13734,US,NY,JFK,Y
12508,US,NY,EWR,Y
12409,US,NY,EWR,Y
12409,US,NY,JFK,Y
12409,US,NY,LGA,Y
10505,US,NY,JFK,Y
10506,US,NY,EWR,Y
10505,US,NY,EWR,Y
10507,US,NY,EWR,Y
13736,US,NY,JFK,Y
14814,US,NY,JFK,Y
12510,US,NY,EWR,Y
12510,US,NY,JFK,Y
12510,US,NY,LGA,Y
13901,US,NY,JFK,Y
14812,US,NY,JFK,Y
12501,US,NY,EWR,Y
12789,US,NY,EWR,Y
12404,US,NY,EWR,Y
12404,US,NY,JFK,Y
12404,US,NY,LGA,Y
12204,US,NY,EWR,Y
12212,US,NY,EWR,Y
11930,US,NY,JFK,Y
10505,US,NY,LGA,Y
10501,US,NY,EWR,Y
13904,US,NY,JFK,Y
12501,US,NY,JFK,Y
12501,US,NY,LGA,Y
13732,US,NY,JFK,Y
11931,US,NY,JFK,Y
11931,US,NY,LGA,Y
12603,US,NY,EWR,Y
10504,US,NY,EWR,Y
11930,US,NY,LGA,Y
13744,US,NY,JFK,Y
12722,US,NY,JFK,Y
12722,US,NY,LGA,Y
14821,US,NY,JFK,Y
10916,US,NY,EWR,Y
10916,US,NY,JFK,Y
10916,US,NY,LGA,Y
10512,US,NY,EWR,Y
13902,US,NY,JFK,Y
10512,US,NY,LGA,Y
10915,US,NY,JFK,Y
12511,US,NY,EWR,Y
12511,US,NY,JFK,Y
12511,US,NY,LGA,Y
10917,US,NY,EWR,Y
10514,US,NY,EWR,Y
14825,US,NY,JFK,Y
12520,US,NY,LGA,Y
10512,US,NY,JFK,Y
12721,US,NY,LGA,Y
10918,US,NY,EWR,Y
13905,US,NY,JFK,Y
10913,US,NY,EWR,Y
13738,US,NY,JFK,Y
10914,US,NY,EWR,Y
10914,US,NY,JFK,Y
10914,US,NY,LGA,Y
12722,US,NY,EWR,Y
12721,US,NY,JFK,Y
10915,US,NY,LGA,Y
14816,US,NY,JFK,Y
10509,US,NY,EWR,Y
10510,US,NY,EWR,Y
11932,US,NY,JFK,Y
11932,US,NY,LGA,Y
10511,US,NY,EWR,Y
10915,US,NY,EWR,Y
13903,US,NY,JFK,Y
12721,US,NY,EWR,Y
10541,US,NY,LGA,Y
12751,US,NY,JFK,Y
10540,US,NY,LGA,Y
14858,US,NY,JFK,Y
13797,US,NY,JFK,Y
12758,US,NY,EWR,Y
14859,US,NY,JFK,Y
14861,US,NY,JFK,Y
