adminCode1,lng,countryCode,postalCode,adminName1,ISO3166-2,placeName,lat
YT,-135.1021984,CA,Y1A 0C4,Yukon,YT,Whitehorse,60.7087016
YT,-135.1054586,CA,Y1A 0C5,Yukon,YT,Whitehorse,60.7082345
YT,-135.1000184,CA,Y1A 0C6,Yukon,YT,Whitehorse,60.7068481
YT,-135.0956632,CA,Y1A 0C7,Yukon,YT,Whitehorse,60.7045326
YT,-135.1043613,CA,Y1A 0C8,Yukon,YT,Whitehorse,60.7049883
YT,-135.101093,CA,Y1A 0C9,Yukon,YT,Whitehorse,60.702672
YT,-135.09565,CA,Y1A 0E1,Yukon,YT,Whitehorse,60.6998938
YT,-135.088312,CA,Y1A 0E2,Yukon,YT,Whitehorse,60.755814
YT,-135.10138,CA,Y1A 0E3,Yukon,YT,Whitehorse,60.734342
YT,-135.10138,CA,Y1A 0E4,Yukon,YT,Whitehorse,60.734342
YT,-135.10138,CA,Y1A 0E5,Yukon,YT,Whitehorse,60.734342
YT,-135.10138,CA,Y1A 0E6,Yukon,YT,Whitehorse,60.734342
YT,-135.10138,CA,Y1A 0E7,Yukon,YT,Whitehorse,60.734342
YT,-135.10138,CA,Y1A 0E8,Yukon,YT,Whitehorse,60.734342
YT,-135.10138,CA,Y1A 0E9,Yukon,YT,Whitehorse,60.734342
YT,-135.10138,CA,Y1A 0G1,Yukon,YT,Whitehorse,60.734342
YT,-135.0516529,CA,Y1A 0G2,Yukon,YT,Whitehorse,60.7152334
YT,-135.10138,CA,Y1A 0G3,Yukon,YT,Whitehorse,60.734342
YT,-135.068514,CA,Y1A 0G4,Yukon,YT,Whitehorse,60.743752
YT,-135.049985,CA,Y1A 0G5,Yukon,YT,Whitehorse,60.719901
YT,-135.0565666,CA,Y1A 0G6,Yukon,YT,Whitehorse,60.7272939
YT,-135.124155,CA,Y1A 0G7,Yukon,YT,Whitehorse,60.7661012
YT,-135.0908492,CA,Y1A 0G8,Yukon,YT,Whitehorse,60.7333019
YT,-135.1742264,CA,Y1A 0G9,Yukon,YT,Whitehorse,60.7610412
YT,-135.1742264,CA,Y1A 0H1,Yukon,YT,Whitehorse,60.7610412
YT,-135.1742264,CA,Y1A 0H2,Yukon,YT,Whitehorse,60.7610412
YT,-135.1742264,CA,Y1A 0H3,Yukon,YT,Whitehorse,60.7610412
YT,-135.1742264,CA,Y1A 0H5,Yukon,YT,Whitehorse,60.7610412
YT,-135.1742264,CA,Y1A 0H6,Yukon,YT,Whitehorse,60.7610412
YT,-135.1742264,CA,Y1A 0H7,Yukon,YT,Whitehorse,60.7610412
YT,-135.1742264,CA,Y1A 0H8,Yukon,YT,Whitehorse,60.7610412
YT,-135.1742264,CA,Y1A 0H9,Yukon,YT,Whitehorse,60.7610412
YT,-135.1742264,CA,Y1A 0J1,Yukon,YT,Whitehorse,60.7610412
YT,-135.0394592,CA,Y1A 0J2,Yukon,YT,Whitehorse,60.70683289
YT,-135.1742264,CA,Y1A 0J3,Yukon,YT,Whitehorse,60.7610412
YT,-135.1742264,CA,Y1A 0J4,Yukon,YT,Whitehorse,60.7610412
YT,-135.0600433,CA,Y1A 0J5,Yukon,YT,Whitehorse,60.67173767
YT,-135.0600433,CA,Y1A 0J6,Yukon,YT,Whitehorse,60.67173767
YT,-135.0600433,CA,Y1A 0J7,Yukon,YT,Whitehorse,60.67173767
YT,-135.0600433,CA,Y1A 0J8,Yukon,YT,Whitehorse,60.67173767
YT,-135.1742264,CA,Y1A 0J9,Yukon,YT,Whitehorse,60.7610412
YT,-135.078638,CA,Y1A 0K1,Yukon,YT,Whitehorse,60.728741
YT,-135.078638,CA,Y1A 0K2,Yukon,YT,Whitehorse,60.728741
YT,-135.078638,CA,Y1A 0K3,Yukon,YT,Whitehorse,60.728741
